,volume_finance_sell,volume_insurance_sell,volume_investortrust_sell,volume_private_sell,volume_bank_sell,volume_otherfinance_sell,volume_otherfund_sell,volume_othercor_sell,volume_individual_sell,volume_foreigner_sell,volume_otherforeigner_sell,volume_finance_buy,volume_insurance_buy,volume_investortrust_buy,volume_private_buy,volume_bank_buy,volume_otherfinance_buy,volume_otherfund_buy,volume_othercor_buy,volume_individual_buy,volume_foreigner_buy,volume_otherforeigner_buy,volume_finance_net,volume_insurance_net,volume_investortrust_net,volume_private_net,volume_bank_net,volume_otherfinance_net,volume_otherfund_net,volume_othercor_net,volume_individual_net,volume_foreigner_net,volume_otherforeigner_net,value_finance_sell,value_insurance_sell,value_investortrust_sell,value_private_sell,value_bank_sell,value_otherfinance_sell,value_otherfund_sell,value_othercor_sell,value_individual_sell,value_foreigner_sell,value_otherforeigner_sell,value_finance_buy,value_insurance_buy,value_investortrust_buy,value_private_buy,value_bank_buy,value_otherfinance_buy,value_otherfund_buy,value_othercor_buy,value_individual_buy,value_foreigner_buy,value_otherforeigner_buy,value_finance_net,value_insurance_net,value_investortrust_net,value_private_net,value_bank_net,value_otherfinance_net,value_otherfund_net,value_othercor_net,value_individual_net,value_foreigner_net,value_otherforeigner_net,stk_code,tr_date
0,9290694,1172606,2758306,2125380,241985,27467,5414634,470052,21886453,19895096,111742,3079771,360733,744555,579648,92281,18418,4262405,645464,36033648,17438335,139157,-6210923,-811873,-2013751,-1545732,-149704,-9049,-1152229,175412,14147195,-2456761,27415,7289608677600,857165772900,1897536995761,1138226627700,162152245300,32285662200,7387032175900,301293665400,15433912784700,26176451977282,101134050300,6121275272500,816545819500,1555359414300,1159851798800,179896677500,44449453700,6750676911400,1251967996700,20151604143800,22627695638743,117477508100,-1168333405100,-40619953400,-342177581461,21625171100,17744432200,12163791500,-636355264500,950674331300,4717691359100,-3548756338539,16343457800,005930,20180101
